path,category,title,canonical,robots,indexable,publication_state,ad_class,visible_words,h1_count,duplicate_ids,duplicate_external_scripts,images_missing_alt,internal_links,external_links,forms,adsense_loader,adsense_slots,consent_script,analytics_script,issues
answers/hindi-family-words/index.html,answer-content,What are the family words in Hindi? | EkGuru,https://ekguru.shop/answers/hindi-family-words/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,601,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-greetings-namaste-and-others/index.html,answer-content,What are the common Hindi greetings besides namaste? | EkGuru,https://ekguru.shop/answers/hindi-greetings-namaste-and-others/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,768,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-months-and-seasons/index.html,answer-content,What are the months and seasons in Hindi? | EkGuru,https://ekguru.shop/answers/hindi-months-and-seasons/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,613,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-numbers-1-to-100/index.html,answer-content,How do you count to 100 in Hindi? | EkGuru,https://ekguru.shop/answers/hindi-numbers-1-to-100/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,632,1,,,0,54,1,0,no,0,yes,yes,
answers/hindi-phrases-for-travelling-in-india/index.html,answer-content,What Hindi phrases do I need for travelling in India? | EkGuru,https://ekguru.shop/answers/hindi-phrases-for-travelling-in-india/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,647,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-postpositions-ka-ki-ke/index.html,answer-content,"When do you use ka, ki and ke in Hindi? | EkGuru",https://ekguru.shop/answers/hindi-postpositions-ka-ki-ke/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,645,1,,,0,54,1,0,no,0,yes,yes,
answers/hindi-pronouns-explained/index.html,answer-content,What are the Hindi pronouns and when do you use tu… | EkGuru,https://ekguru.shop/answers/hindi-pronouns-explained/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,779,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-verb-hona-to-be/index.html,answer-content,How does the verb 'to be' work in Hindi? | EkGuru,https://ekguru.shop/answers/hindi-verb-hona-to-be/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,754,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-vs-punjabi-vs-bengali/index.html,answer-content,How is Hindi different from Punjabi and Bengali? | EkGuru,https://ekguru.shop/answers/hindi-vs-punjabi-vs-bengali/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,685,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-vs-sanskrit-difference/index.html,answer-content,What is the difference between Hindi and Sanskrit? | EkGuru,https://ekguru.shop/answers/hindi-vs-sanskrit-difference/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,690,1,,,0,55,1,0,no,0,yes,yes,
answers/hindi-word-order-explained/index.html,answer-content,What is the word order in Hindi? | EkGuru,https://ekguru.shop/answers/hindi-word-order-explained/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,691,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-ask-for-directions-in-hindi/index.html,answer-content,How do you ask for directions in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-ask-for-directions-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,623,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-order-food-in-hindi/index.html,answer-content,How do you order food in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-order-food-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,609,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-practice-hindi-speaking-alone/index.html,answer-content,How can I practise speaking Hindi alone? | EkGuru,https://ekguru.shop/answers/how-to-practice-hindi-speaking-alone/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,714,1,,,0,54,1,0,no,0,yes,yes,
answers/how-to-say-goodbye-in-hindi/index.html,answer-content,How do you say goodbye in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-say-goodbye-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,580,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-say-i-am-hungry-in-hindi/index.html,answer-content,How do you say I am hungry in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-say-i-am-hungry-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,483,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-say-i-am-learning-hindi/index.html,answer-content,"How do you say ""I am learning Hindi"" in Hindi? | EkGuru",https://ekguru.shop/answers/how-to-say-i-am-learning-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,684,1,,,0,54,1,0,no,0,yes,yes,
answers/how-to-say-please-and-thank-you-in-hindi/index.html,answer-content,How do you say please and thank you in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-say-please-and-thank-you-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,695,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-tell-the-time-in-hindi/index.html,answer-content,How do you tell the time in Hindi? | EkGuru,https://ekguru.shop/answers/how-to-tell-the-time-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,625,1,,,0,55,1,0,no,0,yes,yes,
answers/how-to-type-hindi-on-phone/index.html,answer-content,How do you type in Hindi on a phone or computer? | EkGuru,https://ekguru.shop/answers/how-to-type-hindi-on-phone/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,619,1,,,0,55,1,0,no,0,yes,yes,
answers/index.html,answer-content,Hindi Answers | EkGuru,https://ekguru.shop/answers/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,1482,1,,,0,55,1,0,no,0,yes,yes,
answers/what-does-ji-mean-in-hindi/index.html,answer-content,"What does ""ji"" mean in Hindi? | EkGuru",https://ekguru.shop/answers/what-does-ji-mean-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,636,1,,,0,55,1,0,no,0,yes,yes,
ar/find-tutors.html,other,ابحث عن معلم لغة هندية عبر الإنترنت | EkGuru,https://ekguru.shop/ar/find-tutors.html,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,475,1,,,0,39,16,0,no,0,yes,yes,
ar/hindi/index.html,other,تعلم اللغة الهندية — دليل شامل | EkGuru,https://ekguru.shop/ar/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,821,1,,,0,60,13,0,no,0,yes,yes,
ar/index.html,other,تعلم اللغة الهندية عبر الإنترنت مع معلم خاص | EkGuru,https://ekguru.shop/ar/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,532,1,,,0,65,16,0,no,0,yes,yes,
ar/join.html,other,كن معلم لغة هندية — درّس على EkGuru,https://ekguru.shop/ar/join.html,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,468,1,,,0,32,16,0,no,0,yes,yes,
ask/best-way-to-learn-hindi-for-beginners/index.html,answer-content,What is the best way to learn Hindi for a complete… | EkGuru,https://ekguru.shop/ask/best-way-to-learn-hindi-for-beginners/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,880,1,,,0,93,1,0,no,0,yes,yes,
ask/can-i-learn-hindi-by-myself/index.html,answer-content,Can I learn Hindi by myself? | EkGuru,https://ekguru.shop/ask/can-i-learn-hindi-by-myself/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,932,1,,,0,93,1,0,no,0,yes,yes,
ask/can-i-learn-hindi-from-bollywood-alone/index.html,answer-content,Can I learn Hindi just by watching Bollywood? | EkGuru,https://ekguru.shop/ask/can-i-learn-hindi-from-bollywood-alone/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,890,1,,,0,91,1,0,no,0,yes,yes,
ask/can-i-learn-hindi-in-3-months/index.html,answer-content,Can I learn Hindi in 3 months? | EkGuru,https://ekguru.shop/ask/can-i-learn-hindi-in-3-months/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,879,1,,,0,92,1,0,no,0,yes,yes,
ask/cheapest-way-to-learn-hindi/index.html,answer-content,What is the cheapest way to learn Hindi? | EkGuru,https://ekguru.shop/ask/cheapest-way-to-learn-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,948,1,,,0,93,1,0,no,0,yes,yes,
ask/do-hindi-speakers-mind-mistakes/index.html,answer-content,Will Hindi speakers mind if I make mistakes? | EkGuru,https://ekguru.shop/ask/do-hindi-speakers-mind-mistakes/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,900,1,,,0,91,1,0,no,0,yes,yes,
ask/do-i-need-to-learn-devanagari/index.html,answer-content,Do I need to learn the Devanagari script to speak… | EkGuru,https://ekguru.shop/ask/do-i-need-to-learn-devanagari/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,944,1,,,0,93,1,0,no,0,yes,yes,
ask/hindi-alphabet-question/index.html,answer-content,How many letters are in the Hindi alphabet? | EkGuru,https://ekguru.shop/ask/hindi-alphabet-question/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,902,1,,,0,91,1,0,no,0,yes,yes,
ask/hindi-family-question/index.html,answer-content,Why does Hindi have so many words for uncle? | EkGuru,https://ekguru.shop/ask/hindi-family-question/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,875,1,,,0,92,1,0,no,0,yes,yes,
ask/hindi-for-kids-how-to-start/index.html,answer-content,How can I teach my child Hindi? | EkGuru,https://ekguru.shop/ask/hindi-for-kids-how-to-start/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,881,1,,,0,91,1,0,no,0,yes,yes,
ask/hindi-or-urdu-question/index.html,answer-content,Are Hindi and Urdu the same language? | EkGuru,https://ekguru.shop/ask/hindi-or-urdu-question/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,819,1,,,0,91,1,0,no,0,yes,yes,
ask/hindi-or-urdu-which-to-learn/index.html,answer-content,Should I learn Hindi or Urdu? | EkGuru,https://ekguru.shop/ask/hindi-or-urdu-which-to-learn/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,857,1,,,0,91,1,0,no,0,yes,yes,
ask/hindi-words-every-beginner-should-know/index.html,answer-content,What are the most useful Hindi words for a beginner? | EkGuru,https://ekguru.shop/ask/hindi-words-every-beginner-should-know/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,854,1,,,0,93,1,0,no,0,yes,yes,
ask/how-long-to-learn-hindi/index.html,answer-content,How long does it take to learn Hindi? | EkGuru,https://ekguru.shop/ask/how-long-to-learn-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,848,1,,,0,90,1,0,no,0,yes,yes,
ask/how-long-to-read-hindi-script/index.html,answer-content,How long does it take to learn to read Devanagari? | EkGuru,https://ekguru.shop/ask/how-long-to-read-hindi-script/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,902,1,,,0,91,1,0,no,0,yes,yes,
ask/how-many-words-do-i-need-in-hindi/index.html,answer-content,How many Hindi words do I need to know? | EkGuru,https://ekguru.shop/ask/how-many-words-do-i-need-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,869,1,,,0,91,1,0,no,0,yes,yes,
ask/how-much-does-a-hindi-tutor-cost/index.html,answer-content,How much does a Hindi tutor cost? | EkGuru,https://ekguru.shop/ask/how-much-does-a-hindi-tutor-cost/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,871,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-count-1-to-10-in-hindi/index.html,answer-content,How do you count from 1 to 10 in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-count-1-to-10-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,891,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-introduce-yourself-in-hindi/index.html,answer-content,How do you introduce yourself in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-introduce-yourself-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,888,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-practice-hindi-without-a-partner/index.html,answer-content,How can I practise speaking Hindi if I have nobody… | EkGuru,https://ekguru.shop/ask/how-to-practice-hindi-without-a-partner/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,828,1,,,0,90,1,0,no,0,yes,yes,
ask/how-to-remember-hindi-genders/index.html,answer-content,How do I remember whether a Hindi noun is masculine… | EkGuru,https://ekguru.shop/ask/how-to-remember-hindi-genders/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,881,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-good-morning-in-hindi/index.html,answer-content,How do you say good morning in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-good-morning-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,853,1,,,0,92,1,0,no,0,yes,yes,
ask/how-to-say-hello-in-hindi-question/index.html,answer-content,How do you say hello in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-hello-in-hindi-question/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,834,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-how-are-you-in-hindi/index.html,answer-content,How do you say how are you in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-how-are-you-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,852,1,,,0,93,1,0,no,0,yes,yes,
ask/how-to-say-i-dont-understand-in-hindi/index.html,answer-content,How do you say I don't understand in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-i-dont-understand-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,876,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-i-love-you-in-hindi/index.html,answer-content,How do you say I love you in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-i-love-you-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,924,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-please-in-hindi/index.html,answer-content,How do you say please in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-please-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,863,1,,,0,92,1,0,no,0,yes,yes,
ask/how-to-say-sorry-in-hindi/index.html,answer-content,How do you say sorry in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-sorry-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,839,1,,,0,92,1,0,no,0,yes,yes,
ask/how-to-say-sorry-in-hindi-properly/index.html,answer-content,How do you apologise in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-sorry-in-hindi-properly/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,878,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-thank-you-in-hindi/index.html,answer-content,How do you say thank you in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-thank-you-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,865,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-say-what-is-your-name-in-hindi/index.html,answer-content,How do you say what is your name in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-what-is-your-name-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,799,1,,,0,93,1,0,no,0,yes,yes,
ask/how-to-say-yes-and-no-in-hindi/index.html,answer-content,How do you say yes and no in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-say-yes-and-no-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,862,1,,,0,91,1,0,no,0,yes,yes,
ask/how-to-write-name-hindi-question/index.html,answer-content,How do I write my name in Hindi? | EkGuru,https://ekguru.shop/ask/how-to-write-name-hindi-question/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,844,1,,,0,93,1,0,no,0,yes,yes,
ask/index.html,answer-content,"Hindi Questions, Answered Directly | EkGuru",https://ekguru.shop/ask/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,1942,1,,,0,54,1,0,no,0,yes,yes,
ask/is-duolingo-good-for-hindi/index.html,answer-content,Is Duolingo good for learning Hindi? | EkGuru,https://ekguru.shop/ask/is-duolingo-good-for-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,932,1,,,0,93,1,0,no,0,yes,yes,
ask/is-hindi-hard-to-learn/index.html,answer-content,Is Hindi hard to learn for English speakers? | EkGuru,https://ekguru.shop/ask/is-hindi-hard-to-learn/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,936,1,,,0,91,1,0,no,0,yes,yes,
ask/is-hindi-or-spanish-easier-to-learn/index.html,answer-content,Is Hindi harder than Spanish? | EkGuru,https://ekguru.shop/ask/is-hindi-or-spanish-easier-to-learn/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,820,1,,,0,90,1,0,no,0,yes,yes,
ask/is-hindi-useful-to-learn/index.html,answer-content,Is Hindi actually useful to learn? | EkGuru,https://ekguru.shop/ask/is-hindi-useful-to-learn/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,884,1,,,0,92,1,0,no,0,yes,yes,
ask/is-italki-or-preply-better-for-hindi/index.html,answer-content,Is italki or Preply better for learning Hindi? | EkGuru,https://ekguru.shop/ask/is-italki-or-preply-better-for-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,850,1,,,0,91,1,0,no,0,yes,yes,
ask/what-does-acha-mean-in-hindi/index.html,answer-content,What does acha mean in Hindi? | EkGuru,https://ekguru.shop/ask/what-does-acha-mean-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,862,1,,,0,92,1,0,no,0,yes,yes,
ask/what-does-namaste-really-mean/index.html,answer-content,What does namaste actually mean? | EkGuru,https://ekguru.shop/ask/what-does-namaste-really-mean/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,897,1,,,0,91,1,0,no,0,yes,yes,
ask/what-does-yaar-mean-in-hindi/index.html,answer-content,What does yaar mean in Hindi? | EkGuru,https://ekguru.shop/ask/what-does-yaar-mean-in-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,897,1,,,0,92,1,0,no,0,yes,yes,
ask/what-is-the-best-age-to-learn-hindi/index.html,answer-content,Am I too old to learn Hindi? | EkGuru,https://ekguru.shop/ask/what-is-the-best-age-to-learn-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,804,1,,,0,90,1,0,no,0,yes,yes,
ask/what-is-the-hardest-part-of-hindi/index.html,answer-content,What is the hardest part of learning Hindi? | EkGuru,https://ekguru.shop/ask/what-is-the-hardest-part-of-hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,916,1,,,0,91,1,0,no,0,yes,yes,
bengali/alphabet/index.html,other,The Bengali alphabet | EkGuru,https://ekguru.shop/bengali/alphabet/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,949,1,,,0,83,1,0,no,0,yes,no,
bengali/beginners/index.html,other,Bengali for absolute beginners | EkGuru,https://ekguru.shop/bengali/beginners/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,908,1,,,0,83,1,0,no,0,yes,no,
bengali/bengali-vs-assamese/index.html,other,Bengali vs Assamese | EkGuru,https://ekguru.shop/bengali/bengali-vs-assamese/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,912,1,,,0,83,1,0,no,0,yes,no,
bengali/bollywood/index.html,other,Learning from Bengali cinema | EkGuru,https://ekguru.shop/bengali/bollywood/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,819,1,,,0,83,1,0,no,0,yes,no,
bengali/business/index.html,other,Bengali for work and business | EkGuru,https://ekguru.shop/bengali/business/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,859,1,,,0,83,1,0,no,0,yes,no,
bengali/conversation/index.html,other,Real Bengali conversation | EkGuru,https://ekguru.shop/bengali/conversation/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,873,1,,,0,83,1,0,no,0,yes,no,
bengali/emergency/index.html,other,Emergency Bengali | EkGuru,https://ekguru.shop/bengali/emergency/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,840,1,,,0,83,1,0,no,0,yes,no,
bengali/family/index.html,other,Family words in Bengali | EkGuru,https://ekguru.shop/bengali/family/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,885,1,,,0,83,1,0,no,0,yes,no,
bengali/flashcards-topic/index.html,other,Flashcards by topic in Bengali | EkGuru,https://ekguru.shop/bengali/flashcards-topic/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,831,1,,,0,82,1,0,no,0,yes,no,
bengali/for-kids/index.html,other,Bengali for kids | EkGuru,https://ekguru.shop/bengali/for-kids/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,829,1,,,0,83,1,0,no,0,yes,no,
bengali/formal-informal/index.html,other,Formal and informal Bengali | EkGuru,https://ekguru.shop/bengali/formal-informal/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,887,1,,,0,83,1,0,no,0,yes,no,
bengali/grammar/index.html,other,Bengali grammar | EkGuru,https://ekguru.shop/bengali/grammar/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,839,1,,,0,83,1,0,no,0,yes,no,
bengali/greetings/index.html,other,Saying hello the Bengali way | EkGuru,https://ekguru.shop/bengali/greetings/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,911,1,,,0,82,1,0,no,0,yes,no,
bengali/heritage/index.html,other,Bengali for heritage learners | EkGuru,https://ekguru.shop/bengali/heritage/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,866,1,,,0,83,1,0,no,0,yes,no,
bengali/how-long/index.html,other,How long does Bengali take? | EkGuru,https://ekguru.shop/bengali/how-long/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,847,1,,,0,83,1,0,no,0,yes,no,
bengali/index.html,other,Learn Bengali (বাংলা) | EkGuru,https://ekguru.shop/learn/bengali/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,1026,1,,,0,45,1,0,no,0,yes,no,
